FRC,ITEM,DESCRIPTION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
DTC,0540695BX       ,HINGE BRACKET 1050/1196       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,570068,EVENFLO HDWE BAG 1050/1050B/D ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,570098,1555/6 CATCH RPLCMT PARTS     ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,8411437,EV INFANT CARRIER CREAMSICLE  ,1.36,4.48,0.15,0.74,1.57,1.31,1.3,1.75,1.75,1.75,1.75,3.23
DTC,8511526,ACTIVE CARRIER LOOPSY         ,0.16,0,0.32,0.44,0.48,0.68,0.68,0.68,0.68,0.68,1.12,1.32
DTC,8611284,EVNFLO NATURAL FIT CAR BOULDER,0.08,1.46,0.42,0.33,0,0,0.37,0.17,0.33,0.67,0.83,0.62
DTC,8611523,NATURAL CARRIER KHAKI ORANGE  ,1.14,0.99,0.58,0.58,0.67,0.85,0.82,0.87,0.76,0.82,1.84,0.9
DTC,8911215,EVENFLO BREATH CARRIER KOI    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,8911234,EVENFLO BREATH CARR MARIANNA  ,2.04,1.48,0.1,0.18,0.97,1.02,0.85,0.85,0.85,1.02,1.02,0.99
DTC,8911254,BREATH CARRIER GREY CHEVRON   ,0.99,2.55,0.25,0.83,1.11,1.3,1.61,1.53,1.53,1.73,2.86,1.74
DTC,8912179,BREATHABLE CARRIER GRAY MIST  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10110006,"RUBBER,BUMPER,SFTWD           ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,10110012,"RUBBER,BREAST SHIELD,SIMPLYGO ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,10110014,"RUBBER,SEAL DISC,CHECK VALVE  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,10110208,"RETURN STRAP,SILICONE,SIMPLYGO",0,0,0,0,0,0,0,0,0,0,0,0
DTC,10110209,"PISTON SEAL,SILICONE,U-SHAPE  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,10110433,"DIAPHRAGM,ADV DBL EBP         ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,10110434,"SOFT INSERT,24.5MM,ADV DBL EBP",0,0,0,0,0,0,0,0,0,0,0,0
DTC,10110435,"SOFT INSERT,28.0MM,ADV DBL EBP",0,0,0,0,0,0,0,0,0,0,0,0
DTC,10110436,"TUBING,ADV DBL ELEC BP        ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,1014111,40Z;1PK;TWIST GLASS NURSER    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1014311,GLASS TWIST BOTTLE 4 OZ 3 PACK,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1018311,GLASS TWIST BOTTLE 8OZ PACK   ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1024311,"CLASSIC TWIST BOTTLES,3 PACK  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,1034311,4 OZ CLASSIC VENT TWIST BOTTLE,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1048311,CLASSIC PLS VNTDBTTLS 8OZ 3PK ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1050310,TOP OF STAIR X-TALL GATE .COM ,0.04,0,6.73,7.35,9.82,0,0,0,0,0,0,0
DTC,1050500,TOP OF STAIR EXTRA TALL BOX   ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1051610,TOP OF STAIRS FARMHOUSE       ,85.03,85.03,23.66,22.55,15.53,31.42,26.62,39.19,40.67,18.48,55.45,18.48
DTC,1058311,CLASSIC GLASS TINTED 8OZ 3 PK ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AB1Y-AB       ,Urbini Arm Bar-All            ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AB1Y-PCH      ,URBINI CUPHOLDER-ALL          ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ABBLK-SSP     ,Urbini Shoulder Strap Pad-Blac,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ABPNK-SSP     ,Urbini Shoulder Strap Pad-Pink,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ABRED-FWA     ,Urbini Front Wheel Assembly-Re,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AD1G-FWA      ,GB ELLUM FRONT WHEEL ASSY     ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AD1G-RWA      ,GB Rear Wheel Assembly-All    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ADFUZ-SSP     ,GB Shoulder Strap Pad-Fuzion  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ADRAS-CAN     ,GB Canopy Assembly Plastic and,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AE1G-RWA      ,GB Rear Wheel Assembly-All    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AHMNK-CAN     ,CANOPY ASSEMBLY ALARA MINK    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AL1G-PCH      ,URBAN RUNNER PARENT CUPHOLDER ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AL1G-RWA      ,"rear wheel, GB Urban Rnnr Strl",0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AL1G-VOT2U    ,GB X1 URBAN RUNNER VOLT       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AR1Y-FWA      ,Urbini Front Wheel Assembly-Al,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AR1Y-RWA      ,Urbini Rear Wheel Assembly-All,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ARBLK-CAN     ,Urbini Canopy Assembly Plastic,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ARBLK-FSA     ,Urbini Fabric Sleeve Assembly ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ARBLK-SSP     ,Urbini Shoulder Strap Pad-Blac,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ARLIM-SSP     ,Urbini Shoulder Strap Pad-Lime,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ARPNK-CAN     ,Urbini Canopy Assembly PINK   ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ARPNK-FSA     ,Urbini Fabric Sleeve Assembly ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ARRED-CAN     ,Urbini Canopy Assembly Plastic,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AT2G-CHA4U    ,GB EVOQ TS W/ASANA LTE CHARCL ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AT2G-MID4U    ,GB Evoq Travel System - Midnig,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ATMID-BSK     ,GB Canopy Assembly Plastic    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AW1G-BAG      ,QBIT CARRY BAG                ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AW1G-FWA      ,QBIT STROLLER FRONT WHEEL ASSY,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AW1G-ICS      ,QBIT INFANT CS ADAPTORS       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AW1G-RWA      ,QBIT REAR WHEELS              ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AW2G-AQU2U    ,GB QBIT LTE STROLLER AQUA     ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AW2G-CHA4U    ,QBIT LTE STROLLER - CHARCOAL  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AW2G-RAS2U    ,GB QBIT LTE STROLLER RASPBERRY,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AWAQU-SSP     ,SHOULDER STRAP PAD            ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AX1G-AB       ,ARM BAR-GB LYFE TS            ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AX1G-FWA      ,FRONT WHEEL ASSEMBLY(2 PER SET,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AX1G-MLT2U    ,GB LYFE TRAVEL SYSTEM MERLOT  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AX1G-RWA      ,REAR WHEEL ASSEMBLY (AXLE WITH,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AX1G-SSP      ,SHOULDER PADS (2) -GB LYFE TS ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AX1G-WDP2U    ,LYFE TS W ASANA IFC WINDOWPANE,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AX1G-WDP2UW   ,LYFE TS W ASANA IFC WINDOWPANE,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AXCHA-TSA     ,TODDLER SEAT ASSEMBLY- GB LYFE,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AXMLT-CAN     ,CANOPY -GB LYFE TS            ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10AXMLT-TSA     ,TODDLER SEAT ASSEMBLY- GB LYFE,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EA1Y-AB       ,Arm Bar                       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EA1Y-BERUW    ,OMNI PLUS TRAVEL SYSTEM BERRY ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EA1Y-RWA      ,Rear Wheel Assembly           ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EA1Y-TEAUW    ,OMNI PLUS TRAVEL SYSTEM TEAL  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EA2Y-FRM      ,Omni Plus Frame in black      ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EABER-CAN     ,Canopy Assembly - Berry       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EABER-FSA     ,Fabric Sleeve Assembly - Berry,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EABER-TSA     ,Toddler Seat Assembly - Berry ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EABLK-CAN     ,Canopy Assembly - black       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EARED-CAN     ,Canopy Assembly - Red         ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EARED-FSA     ,Fabric Sleeve Assembly - Red  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EARED-TSA     ,TODDLER SEAT RED OMNI PLUS    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EATEA-CAN     ,Canopy Assembly - Teal        ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EATEA-FSA     ,Fabric Sleeve Assembly - Teal ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EATEA-TSA     ,Toddler Seat Assembly - Teal  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EAVIA-CAN     ,Canopy Assembly - Violet      ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EAVIA-FSA     ,Fabric Sleeve Assembly - Viole,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EAVIA-TSA     ,Toddler Seat Assembly - Violet,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EB1Y-BERUW    ,REVERSI STROLLER BERRY        ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EB1Y-FOGUW    ,REVERSI STROLLER FOG          ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EB1Y-FWA      ,Front Wheel Assembly          ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EB1Y-ICS      ,ICS Adapter                   ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EB1Y-RWA      ,Rear Wheel Assembly           ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EBAPP-TSA     ,Toddler Seat Assembly - Apple ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EBBER-TSA     ,Toddler Seat Assembly - Berry ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EBFOG-SSP     ,Shoulder Strap Pad - Fog      ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EBFOG-TSA     ,Toddler Seat Assembly - Fog   ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EBRED-TSA     ,Toddler Seat Assembly - Red   ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EBTEA-SSP     ,Shoulder Strap Pad - Teal     ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EBTEA-TSA     ,Toddler Seat Assembly - Teal  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EC1Y-FWA      ,Front Wheel Assembly          ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EC1Y-REDUW    ,SWIFTLI STROLLER RED          ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EC1Y-RWA      ,Rear Wheel Assembly           ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ECELE-AB      ,Arm Bar - Electric            ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ECFOG-AB      ,Arm Bar - Fog                 ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ECFOG-SSP     ,Shoulder Strap Pad - Fog      ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10ECRED-AB      ,Arm Bar - Red                 ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EG1Y-AB       ,ARM BAR                       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EG1Y-FWA      ,FRONT WHEEL ASSEMBLY -SET OF 2,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EG1Y-RWA      ,REAR WHL ASSY (Axl-Whls-Brakes,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EG1Y-SCRW     ,screw set for turni wheels    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EGPKK-CTR     ,FRONT TRAY CHILD'S TRAY       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EGPKK-FRM     ,COMPLETE FRAME W/CNPY & BASKET,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EGTLK-CTR     ,FRONT TRAY CHILD'S TRAY       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,10EGTLK-SSP     ,SHOULDER PADS- 2 PADS PER SET ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1125311,BALANCE + 5OZ 3PK             ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1129111,BALANCE + 9OZ 1PK             ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1129311,BALANCE + 9OZ 3PK             ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1146111,ADVANCED ANGLD PLS 6OZ. 1PCK  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1146311,ADVNCD ANGLE PLS BTTLE 6OZ 3PK,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1149111,ADVANCED PLUS 9OZ 1 PK NURSER ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,12112125,LOFT PRTBL BASSINET CHVRN MLNG,9.16,8.41,1.41,2.03,2.65,4.38,4.53,5.38,2.82,3.75,3.75,2.75
DTC,12122125,LYRIC MUSICAL BNCER CHVRN MLNG,19.01,17.38,3.27,5.97,6.68,0,0,0,11.05,8.84,8.84,6.63
DTC,12132125,PILLO PRTBL NAPPER CHVRON MLNG,12,10.74,13.26,21.16,18.95,20.53,20.53,22.11,22.74,11.05,17.53,10.74
DTC,1219621,TINTED TWIST CLASSIC BTTLE 3PK,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1284611,RE-B EF MILK STOR BOTT 5OZ 4PK,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1348311,8OZ;3PK;BABYBOUTIQUE;VENTEDBTL,0,0,0,0,0,0,0,0,0,0,0,0
DTC,13812254,PIVOT XPAND STROLLER PERCHERON,238.63,303.26,0,0,0,0,0,16.57,38.11,54.69,54.69,51.37
DTC,13812255,PIVOT XPAND STROLLER STALLION ,222.48,313.14,0,0,0,0,0,15.24,30.48,45.71,22.86,45.71
DTC,15100014,"FOAM,HEAD,OPENCELL,MAESTRO    ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15311935,CAMBRIDGE STRLR LD329 SKY BLUE,19.46,19.46,0.97,0.73,1.22,1.46,1.46,0.73,0.97,2.68,2.43,1.22
DTC,15500019,"FOAM,INSERT,1/2""EPS,SERENADE  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500035,"FOAM,EPS,HEADFOAM,CHASE       ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500036,"FOAM,EPP,SHELL,TOP,MOMENTUM   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500042,"FOAM,EPE,HEADREST,E3,SYMPH 65 ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500055,"FOAM,EPP,LWR,LFT,TRIUMPH      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500056,"FOAM,EPP,LWR,RT,TRIUMPH       ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500058,"FOAM EPS,ADJ HDRST,SECURE KID ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500061,FOAM;HEAD EPS;CHASE SLCT/LX   ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500068,"FOAM,HEAD,EPS,MAESTRO         ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500070,"FOAM,EPE,LOWER,LEFT,SYMPH     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500071,"FOAM,EPE,LOWER,RIGHT,SYMPH    ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500073,"FOAM,EPS,HEAD,JINFU,EMBRC 35  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500074,"FOAM,EPS,HEADREST,BK DLX      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500075,"FOAM,EPP,HEADREST,BKB         ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500078,"FOAM,LWR RT,W/CHLDR,TRIUMPH   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500080,"FOAM,PLAYMAT,WRLDEXP,3N1      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500081,"FOAM,EPP,LD,HDRST,BKRF        ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500086,"FOAM,HEADREST,EPS,EVOLVE      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500087,"FOAM,EPS,1.75LB,TRANS,SEATPAN ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500088,"FOAM,EPS,HEADFOAM,GB,EMB35    ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500089,"FOAM,BACK EPS,LTMX            ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500090,"FOAM,EPE,HEADREST,SFMX        ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500091,"FOAM,BACK EPS RETL,LTMX       ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500096,FOAM;EPS;UPPER;LEFT;SYM;2017  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500097,FOAM;EPS;UPPER;RIGH;SYM;2017  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500104,FOAM;LFT;LWR;W;CPLDR;TRIUMPH  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500106,FOAM;UPPER;HEAD;TRIUMPH       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500107,FOAM;HEADREST;SURERIDE`       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500110,FOAM;LOWER;RIGHT;SYMPH        ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500111,FOAM;LOWER;LEFT;SYMPH         ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500112,FOAM;HEADREST;DLX14;SYMPH     ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500114,FOAM;HEADREST;EPS;TRANS       ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500896,FOAM;HEAD EPS;TRIBUTE         ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500898,"FOAM,EPS,HEADREST,BKB DLX     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15500899,"FOAM,EPS,HDFM,DISC/NURT,PSOURC",0,0,0,0,0,0,0,0,0,0,0,0
DTC,15BB1Y-MSTU     ,Urbini Cubi Playard           ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15BD1Y-TLKU     ,Urbini 4in1 Nesti Plyyrd Teal ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,15BDTLK-SLP     ,SLEEPER W_BDYINSRTCNPY TEALKNI,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1602100,EXPANSION SWING WIDE GATE .COM,137.43,132.01,1.68,1.87,1.87,1.87,1.87,2.49,2.05,2.49,3.11,2.43
DTC,1603200,EXPANSION WALK THRU FARMHOUSE ,66.67,66.67,5.56,4.44,4,10,4.89,4.89,2.22,4.89,2.22,1.78
DTC,17211856,VCTRY JOG STRL TUCSON         ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,17211891,VCTRY JOG STRLR; STORM        ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,17411935,CHARLESTON JGGR P5016 SKY BLUE,0,0.12,0.94,0.82,1.06,0.94,1.06,1.06,1.06,0,0,0
DTC,17612030,PRLLL TNDM STRLLR GLENBARR GRY,0,0,0,0,0,0,0,0,0,0,0,0
DTC,17832030,MINNO TWIN STRLLR GLENBARR GRY,18.8,16.32,3.16,4.74,6.32,5.59,4.69,4.69,8.47,5.25,8.13,0.85
DTC,17922030,MINNO LGHTWT STRLLR GLNBRR GRY,8.2,7,8.2,14,0,0,0,0,0,0,0,0
DTC,17922138,MINNO LTWT STRLLR MCHCCINO BWN,7.42,6.5,3.25,3.02,3.25,3.02,3.25,3.25,2.78,3.25,3.25,3.02
DTC,17922139,MINNO LTWT STROLLER REALLY RED,0.33,0,0.83,0.83,0.83,0.83,0.67,0.67,1.67,0,0,0
DTC,17922140,MINNO LTWT STRLLR SEASHORE BLU,0.32,0,2.25,1.61,3.21,3.86,4.82,5.46,6.43,6.75,4.5,4.5
DTC,18412029,PORTA STROLLER SMOKE GRAY     ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,19142265,AERO ULTRA LGHTWGHT STRL DOVE ,93.33,93.33,0,0,0,0,0,12,0,26.67,20,26
DTC,19142276,AERO ULTRA LGHTWGHT STRL LARK ,180.75,180.75,0,0,0,0,0,45,0,37.5,33.75,51
DTC,19152276,AERO ULTRALGHTWGHTDBLSTRL LARK,69,69,0,0,0,0,0,2,0,0,10,9.8
DTC,19152282,AERO ULTRALGTWGTDBLSTRL OSPREY,43.2,48.2,0,0,0,0,0,2.8,0,0,6.6,7
DTC,19331-FWA       ,Aria Child Front Wheel Assembl,0,0,0,0,0,0,0,0,0,0,0,0
DTC,19331-RWA       ,Aria Child Rear Wheel Assembly,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1933103-CAN     ,Aria Child Canopy Assembly Pla,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1933108-SSP     ,Aria Child Shoulder Strap Pad-,0,0,0,0,0,0,0,0,0,0,0,0
DTC,1933109-SSP     ,Aria Child Shoulder Strap Pad-,0,0,0,0,0,0,0,0,0,0,0,0
DTC,2023916,POSITIN & LOCK GATE TAN .COM  ,587.73,587.73,6.02,4.11,7.64,5.07,5.22,6.17,7.93,17.71,14.99,24.76
DTC,2023917,POSITION & LOCK GATE STAINED  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,2025914,EVENFLO POSITION&LOCK BLUE.COM,24.24,15.02,1.76,1.54,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
DTC,2025915,EVENFLO POSITION&LOCK PINK.COM,3.63,0,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96
DTC,2026900,POSITION AND LOCK FARMHOUSE   ,28.55,28.55,2.68,5.44,7.66,9.57,7.66,11.02,11.02,18.14,10.72,11.71
DTC,20300011,"ROD,PIN,5mmX220mm,MDRN HC     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,20300040,"TUB,15-0336TX,BTM TUBE,CSI    ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,20300121,"TUB,BTTM,WARM GRAY 11C,CSI    ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,20300124,"TUB,BTTM,PROCESS BLK C,CSI    ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,20500035,"STMP,SPRING,FRT WHLS,AURA/JRNY",0,0,0,0,0,0,0,0,0,0,0,0
DTC,20506970,STMP;LOCKING CLIP;C/S;USA     ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,20BA1G-MNK2U    ,GB Lufta Sleeper Play Yard- Mi,0,0,0,0,0,0,0,0,0,0,0,0
DTC,21001663,"CLEVIS PIN,REAR WHEELS,TANDEM ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,21006537,"WIRE ROD,NXT GEN SAUCER SPINR ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,2114914C        ,CLASSIC FAST FLOW NIPP 4PK TRI,0,0,0,0,0,0,0,0,0,0,0,0
DTC,2131211,"PROFLOW PLS VENT MEDFLWNIP,4PC",0,0,0,0,0,0,0,0,0,0,0,0
DTC,2131311,PROFLOW PLUS VENTEX X_CUT 4PK ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,2141211,BALANCE + NIPPLE MED FLOW 2PK ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,2141311,BALANCE + NIPPLE FAST FLOW 2PK,0,0,0,0,0,0,0,0,0,0,0,0
DTC,23011812,PLAYSPACE 2PC EXT CREAM       ,5.96,5.78,0.9,1.63,2.44,2.98,2.71,4.34,4.97,4.88,5.42,4.43
DTC,23011813,PLAY SPACE 6PC CREAM          ,4.58,3.96,0.75,1.25,1.95,2,2.18,2.25,2.08,2.1,2.51,1.7
DTC,23011968,EV VERS PLAYSPACE 2PC EXT TEAL,0,0,0,0,0,0,0,0,0,0,0,0
DTC,23012148,PLAY SPACE COOL GRAY          ,20.85,67.77,0,0.56,0.74,1.42,2.21,2.21,2.45,2.35,2.21,1.84
DTC,23012154,PLAY SPACE 2PNL EXT CL GY 423C,0.16,0,2.53,4.27,5.54,6.97,14.25,17.57,19,19,14.25,14.25
DTC,23012156,PLAY SPACE MULT COLOR         ,4.85,4.81,0.52,0.52,1.05,1.4,1.4,1.4,1.4,1.57,1.67,1.67
DTC,23012157,PLAY SPACE 2PNL EXT. MULTI COL,0.82,0.68,0.82,0.82,0.82,3.67,3.67,3.67,3.67,3.67,3.67,3.67
DTC,23100001,TPE;CUPHLDR;INSRT;RED;201C    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,23100003,TPE;CUPHLDR;INSRT;COOLGRY;11C ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,23100004,TPE;CUPHLDR;INSRT;BLUE;2186C  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,23100005,TPE;CUPHLDRINSRT;SLEET;16-3916,0,0,0,0,0,0,0,0,0,0,0,0
DTC,23100009,TPE;CUPHLDR;INSRT;WARMGRY;9C  ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,24100435,"PLAS,FOLD LOCK HOOK,RED,AURA  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,24100459,"PLAS,XSCR,UPPER PIVOT,YELLOW  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,24100551,"PLAS,FOOT,GRAY,BBYSTCLSC      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,24100608,"PLAS,LWRPYLBCK,PURPL,SMARTSTEP",0,0,0,0,0,0,0,0,0,0,0,0
